Order Id,Order #,Checks,Opened,# of Guests,Tab Names,Server,Table,Revenue Center,Dining Area,Service,Dining Options,Discount Amount,Amount,Tax,Tip,Gratuity,Total,Voided,Paid,Closed,Duration (Opened to Paid),Order Source
5E+17,27,27,1/12/2021 18:39,1,,,,None,,Dinner,DoorDash,0,25.56,1.71,0,0,27.27,FALSE,1/12/2021 18:39,1/12/2021 18:39,,API
5E+17,28,28,1/12/2021 18:46,1,,,,None,,Dinner,Take Out,0,11.56,0.77,0,0,12.33,FALSE,1/12/2021 19:02,1/12/2021 19:02,0:15:18,In Store
5E+17,30,30,1/12/2021 19:07,1,,,,None,,Dinner,DoorDash,0,16.18,1.09,0,0,17.27,FALSE,1/12/2021 19:07,1/12/2021 19:07,,API
5E+17,29,29,1/12/2021 19:02,1,,,,None,,Dinner,Take Out,0,21.93,1.47,1,0,24.4,FALSE,1/12/2021 19:38,1/12/2021 19:38,0:35:48,In Store
5E+17,1,1,1/13/2021 11:09,1,,,,None,,Lunch,Take Out,0,17.65,1.19,4.41,0,23.25,FALSE,1/13/2021 11:36,1/13/2021 11:36,0:27:34,In Store
5E+17,3,3,1/13/2021 11:37,1,,,,None,,Lunch,DoorDash,0,15.35,1.03,0,0,16.38,FALSE,1/13/2021 11:37,1/13/2021 11:37,,API
5E+17,4,4,1/13/2021 11:39,1,,,,None,,Lunch,DoorDash,0,16.48,1.1,0,0,17.58,FALSE,1/13/2021 11:39,1/13/2021 11:39,,API
5E+17,5,5,1/13/2021 12:00,1,,,,None,,Lunch,DoorDash,0,11.98,0.8,0,0,12.78,FALSE,1/13/2021 12:00,1/13/2021 12:00,,API
5E+17,2,2,1/13/2021 11:36,1,,,,None,,Lunch,Take Out,0,20.15,1.35,0,0,21.5,FALSE,1/13/2021 13:10,1/13/2021 13:10,1:34:03,In Store
5E+17,7,7,1/13/2021 12:34,1,,,,None,,Lunch,DoorDash,0,22.78,1.52,0,0,24.3,FALSE,1/13/2021 12:34,1/13/2021 12:34,,API
5E+17,6,6,1/13/2021 12:19,1,,,,None,,Lunch,Take Out,0,10.58,0.71,0,0,11.29,FALSE,1/13/2021 12:45,1/13/2021 12:45,0:26:32,In Store
5E+17,8,8,1/13/2021 12:52,1,,,,None,,Lunch,Take Out,0,11.37,0.76,0,0,12.13,FALSE,1/13/2021 13:13,1/13/2021 13:13,0:21:26,In Store
5E+17,9,9,1/13/2021 13:49,1,,,,None,,Lunch,Take Out,0,15.25,1.02,0,0,16.27,FALSE,1/13/2021 14:04,1/13/2021 14:04,0:15:31,In Store
5E+17,10,10,1/13/2021 14:05,1,,,,None,,Lunch,Take Out,0,33.53,2.26,5.03,0,40.82,FALSE,1/13/2021 14:23,1/13/2021 14:23,0:17:40,In Store
5E+17,11,11,1/13/2021 14:23,1,,,,None,,Lunch,Take Out,0,13.97,0.94,0,0,14.91,FALSE,1/13/2021 15:10,1/13/2021 15:10,0:46:48,In Store
5E+17,12,12,1/13/2021 15:10,1,,,,None,,Lunch,Take Out,0,3.19,0.22,0,0,3.41,FALSE,1/13/2021 15:11,1/13/2021 15:11,0:01:19,In Store
5E+17,13,13,1/13/2021 15:44,1,,,,None,,Lunch,DoorDash,0,12.75,0.85,0,0,13.6,FALSE,1/13/2021 15:44,1/13/2021 15:44,,API
5E+17,14,14,1/13/2021 16:43,1,,,,None,,Dinner,DoorDash,0,9.98,0.67,0,0,10.65,FALSE,1/13/2021 16:43,1/13/2021 16:43,,API
5E+17,15,15,1/13/2021 16:47,1,,,,None,,Dinner,DoorDash,0,4.19,0.28,0,0,4.47,FALSE,1/13/2021 16:47,1/13/2021 16:47,,API
5E+17,16,16,1/13/2021 16:53,1,,,,None,,Dinner,DoorDash,0,34.15,2.28,0,0,36.43,FALSE,1/13/2021 16:53,1/13/2021 16:53,,API
5E+17,17,17,1/13/2021 17:05,1,,,,None,,Dinner,Take Out,0,13.37,0.9,0,0,14.27,FALSE,1/13/2021 17:39,1/13/2021 17:39,0:33:31,In Store
5E+17,19,19,1/13/2021 17:20,1,,,,None,,Dinner,Take Out,0,27.34,1.83,4.1,0,33.27,FALSE,1/13/2021 17:20,1/14/2021 5:15,,Online
5E+17,21,21,1/13/2021 17:24,1,,,,None,,Dinner,DoorDash,0,24.73,1.65,0,0,26.38,FALSE,1/13/2021 17:24,1/13/2021 17:24,,API
5E+17,20,20,1/13/2021 17:24,1,,,,None,,Dinner,DoorDash,0,24.94,1.69,0,0,26.63,FALSE,1/13/2021 17:24,1/13/2021 17:24,,API
5E+17,22,22,1/13/2021 17:30,1,,,,None,,Dinner,Take Out,0,18.55,1.24,0,0,19.79,FALSE,1/13/2021 17:53,1/13/2021 17:53,0:23:30,Online
5E+17,23,23,1/13/2021 17:41,1,,,,None,,Dinner,DoorDash,0,12.37,0.82,0,0,13.19,FALSE,1/13/2021 17:41,1/13/2021 17:41,,API
5E+17,24,24,1/13/2021 17:55,1,,,,None,,Dinner,Take Out,0,22.36,1.5,0,0,23.86,FALSE,1/13/2021 17:55,1/14/2021 5:15,,Online
5E+17,25,25,1/13/2021 17:59,1,,,,None,,Dinner,Take Out,0,23.74,1.59,4.75,0,30.08,FALSE,1/13/2021 17:59,1/14/2021 5:15,,Online
5E+17,28,28,1/13/2021 18:06,1,,,,None,,Dinner,DoorDash,0,30.13,2.02,0,0,32.15,FALSE,1/13/2021 18:06,1/13/2021 18:06,,API
5E+17,27,27,1/13/2021 18:04,1,,,,None,,Dinner,Take Out,0,29.1,1.95,0,0,31.05,FALSE,1/13/2021 18:07,1/13/2021 18:07,0:03:05,In Store
5E+17,29,29,1/13/2021 18:07,1,,,,None,,Dinner,Take Out,0,13.78,0.93,0,0,14.71,FALSE,1/13/2021 18:16,1/13/2021 18:16,0:09:03,In Store
5E+17,30,30,1/13/2021 18:16,1,,,,None,,Dinner,Take Out,0,45.47,3.06,0,0,48.53,FALSE,1/13/2021 18:45,1/13/2021 18:45,0:29:19,In Store
5E+17,33,33,1/13/2021 18:19,1,,,,None,,Dinner,Delivery by DoorDash,0,35.34,2.1,4,0,41.44,FALSE,1/13/2021 18:19,1/14/2021 5:15,,Online
5E+17,34,34,1/13/2021 18:37,1,,,,None,,Dinner,DoorDash,0,19.16,1.28,0,0,20.44,FALSE,1/13/2021 18:37,1/13/2021 18:37,,API
5E+17,35,35,1/13/2021 19:00,1,,,,None,,Dinner,DoorDash,0,20.95,1.4,0,0,22.35,FALSE,1/13/2021 19:00,1/13/2021 19:00,,API
5E+17,36,36,1/13/2021 19:06,1,,,,None,,Dinner,Take Out,0,17.95,1.2,3.59,0,22.74,FALSE,1/13/2021 19:33,1/13/2021 19:33,0:26:45,In Store
5E+17,1,1,1/14/2021 11:46,1,,,,None,,Lunch,Take Out,0,15.37,1.03,0,0,16.4,FALSE,1/14/2021 12:03,1/14/2021 12:03,0:16:42,In Store
5E+17,2,2,1/14/2021 12:04,1,,,,None,,Lunch,Take Out,0,13.75,0.92,0,0,14.67,FALSE,1/14/2021 12:28,1/14/2021 12:28,0:23:55,In Store
5E+17,3,3,1/14/2021 12:05,1,,,,None,,Lunch,Take Out,0,7.18,0.48,0,0,7.66,FALSE,1/14/2021 12:34,1/14/2021 12:34,0:28:08,In Store
5E+17,4,4,1/14/2021 12:34,1,,,,None,,Lunch,Take Out,0,11.39,0.76,0,0,12.15,FALSE,1/14/2021 12:39,1/14/2021 12:39,0:04:50,In Store
5E+17,6,6,1/14/2021 12:54,1,,,,None,,Lunch,DoorDash,0,76.84,5.14,0,0,81.98,FALSE,1/14/2021 12:54,1/14/2021 12:54,,API
5E+17,8,8,1/14/2021 13:31,1,,,,None,,Lunch,DoorDash,0,26.5,1.76,0,0,28.26,FALSE,1/14/2021 13:31,1/14/2021 13:31,,API
5E+17,5,5,1/14/2021 12:39,1,,,,None,,Lunch,Take Out,0,14.85,1,2.97,0,18.82,FALSE,1/14/2021 13:27,1/14/2021 13:27,0:48:07,In Store
5E+17,9,9,1/14/2021 13:40,1,,,,None,,Lunch,Take Out,0,14.06,0.95,0,0,15.01,FALSE,1/14/2021 13:40,1/14/2021 13:40,0:00:24,In Store
5E+17,10,10,1/14/2021 13:40,1,,,,None,,Lunch,Take Out,0,27.35,1.83,0,0,29.18,FALSE,1/14/2021 16:09,1/14/2021 16:09,2:28:03,In Store
5E+17,11,11,1/14/2021 15:30,1,,,,None,,Lunch,Take Out,0,17.56,1.18,0,0,18.74,FALSE,1/14/2021 15:47,1/14/2021 15:47,0:16:39,In Store
5E+17,12,12,1/14/2021 15:47,1,,,,None,,Lunch,Take Out,0,8.78,0.6,0,0,9.38,FALSE,1/14/2021 15:47,1/14/2021 15:47,0:00:07,In Store
5E+17,13,13,1/14/2021 16:09,1,,,,None,,Dinner,Take Out,0,13.66,0.92,0,0,14.58,FALSE,1/14/2021 16:30,1/14/2021 16:30,0:21:36,In Store
5E+17,14,14,1/14/2021 16:34,1,,,,None,,Dinner,Take Out,0,7.29,0.49,0,0,7.78,FALSE,1/14/2021 16:52,1/14/2021 16:52,0:17:41,In Store
5E+17,16,16,1/14/2021 16:41,1,,,,None,,Dinner,DoorDash,0,20.54,1.37,0,0,21.91,FALSE,1/14/2021 16:41,1/14/2021 16:41,,API
5E+17,19,19,1/14/2021 16:52,1,,,,None,,Dinner,Take Out,0,24.95,1.67,2.34,0,28.96,FALSE,1/14/2021 17:32,1/14/2021 17:32,0:40:15,Online
5E+17,17,17,1/14/2021 16:52,1,,,,None,,Dinner,DoorDash,0,20.14,1.35,0,0,21.49,FALSE,1/14/2021 16:52,1/14/2021 16:52,,API
5E+17,20,20,1/14/2021 16:53,1,,,,None,,Dinner,Take Out,0,15.06,1.02,3.01,0,19.09,FALSE,1/14/2021 17:18,1/14/2021 17:18,0:24:52,Online
5E+17,21,21,1/14/2021 16:59,1,,,,None,,Dinner,DoorDash,0,8.99,0.6,0,0,9.59,FALSE,1/14/2021 16:59,1/14/2021 16:59,,API
5E+17,22,22,1/14/2021 17:03,1,,,,None,,Dinner,Take Out,0,21.66,1.45,0,0,23.11,FALSE,1/14/2021 17:09,1/14/2021 17:09,0:06:36,In Store
5E+17,23,23,1/14/2021 17:23,1,,,,None,,Dinner,Take Out,0,42.01,2.83,0,0,44.84,FALSE,1/14/2021 17:49,1/14/2021 17:49,0:26:23,In Store
5E+17,24,24,1/14/2021 17:32,1,,,,None,,Dinner,Take Out,0,33.95,2.28,0,0,36.23,FALSE,1/14/2021 17:48,1/14/2021 17:48,0:16:04,In Store
5E+17,25,25,1/14/2021 17:50,1,,,,None,,Dinner,Take Out,0,35.45,2.37,0,0,37.82,FALSE,1/14/2021 18:34,1/14/2021 18:34,0:44:20,In Store
5E+17,27,27,1/14/2021 18:14,1,,,,None,,Dinner,DoorDash,0,10.98,0.74,0,0,11.72,FALSE,1/14/2021 18:14,1/14/2021 18:14,,API
5E+17,28,28,1/14/2021 18:24,1,,,,None,,Dinner,DoorDash,0,43.82,2.93,0,0,46.75,FALSE,1/14/2021 18:24,1/14/2021 18:24,,API
5E+17,29,29,1/14/2021 18:33,1,,,,None,,Dinner,Take Out,0,27.93,1.88,4.19,0,34,FALSE,1/14/2021 18:33,1/14/2021 19:00,,Online
5E+17,30,30,1/14/2021 18:34,1,,,,None,,Dinner,Take Out,0,28.42,1.91,0,0,30.33,FALSE,1/14/2021 18:35,1/14/2021 18:35,0:01:02,In Store
5E+17,31,31,1/14/2021 18:46,1,,,,None,,Dinner,Take Out,0,30.34,2.03,4.55,0,36.92,FALSE,1/14/2021 18:46,1/15/2021 4:13,,Online
5E+17,33,33,1/14/2021 18:57,1,,,,None,,Dinner,DoorDash,0,35.1,2.35,0,0,37.45,FALSE,1/14/2021 18:57,1/14/2021 18:57,,API
5E+17,35,35,1/14/2021 19:01,1,,,,None,,Dinner,DoorDash,0,25.94,1.73,0,0,27.67,FALSE,1/14/2021 19:01,1/14/2021 19:01,,API
5E+17,1,1,1/15/2021 11:17,1,,,,None,,Lunch,Take Out,0,8.37,0.56,0,0,8.93,FALSE,1/15/2021 11:41,1/15/2021 11:41,0:24:21,In Store
5E+17,2,2,1/15/2021 11:17,1,,,,None,,Lunch,Take Out,0,21.36,1.43,0,0,22.79,FALSE,1/15/2021 11:55,1/15/2021 11:55,0:37:56,In Store
5E+17,3,3,1/15/2021 11:29,1,,,,None,,Lunch,Take Out,0,29.75,1.99,0,0,31.74,FALSE,1/15/2021 11:29,1/16/2021 4:13,,Online
5E+17,4,4,1/15/2021 11:41,1,,,,None,,Lunch,Take Out,0,30.74,2.06,0,0,32.8,FALSE,1/15/2021 12:11,1/15/2021 12:11,0:30:21,In Store
5E+17,5,5,1/15/2021 12:12,1,,,,None,,Lunch,Take Out,0,21.56,1.45,2,0,25.01,FALSE,1/15/2021 12:31,1/15/2021 12:31,0:19:38,In Store
5E+17,8,8,1/15/2021 12:24,1,,,,None,,Lunch,DoorDash,0,15.86,1.08,0,0,16.94,FALSE,1/15/2021 12:24,1/15/2021 12:24,,API
5E+17,6,6,1/15/2021 12:13,1,,,,None,,Lunch,Take Out,0,44.48,2.98,0,0,47.46,FALSE,1/15/2021 12:38,1/15/2021 12:38,0:24:43,In Store
5E+17,10,10,1/15/2021 12:50,1,,,,None,,Lunch,DoorDash,0,20.55,1.38,0,0,21.93,FALSE,1/15/2021 12:50,1/15/2021 12:50,,API
5E+17,11,11,1/15/2021 12:52,1,,,,None,,Lunch,DoorDash,0,10.17,0.69,0,0,10.86,FALSE,1/15/2021 12:52,1/15/2021 12:52,,API
5E+17,12,12,1/15/2021 13:04,1,,,,None,,Lunch,Take Out,0,9.47,0.64,0,0,10.11,FALSE,1/15/2021 13:06,1/15/2021 13:06,0:01:53,In Store
5E+17,15,15,1/15/2021 13:12,1,,,,None,,Lunch,Take Out,0,10.37,0.69,2.07,0,13.13,FALSE,1/15/2021 13:12,1/16/2021 4:13,,Online
5E+17,13,13,1/15/2021 13:08,1,,,,None,,Lunch,Take Out,0,11.39,0.76,0,0,12.15,FALSE,1/15/2021 13:11,1/15/2021 13:11,0:02:33,In Store
5E+17,14,14,1/15/2021 13:11,1,,,,None,,Lunch,Take Out,0,16.98,1.14,0,0,18.12,FALSE,1/15/2021 13:12,1/15/2021 13:12,0:00:42,In Store
5E+17,17,17,1/15/2021 13:42,1,,,,None,,Lunch,Take Out,0,4.19,0.28,0,0,4.47,FALSE,1/15/2021 13:43,1/15/2021 13:43,0:00:30,In Store
5E+17,18,18,1/15/2021 13:43,1,,,,None,,Lunch,Take Out,0,2.29,0.16,0,0,2.45,FALSE,1/15/2021 13:43,1/15/2021 13:43,0:00:09,In Store
5E+17,19,19,1/15/2021 15:07,1,,,,None,,Lunch,Take Out,0,16.87,1.14,0,0,18.01,FALSE,1/15/2021 15:21,1/15/2021 15:21,0:14:01,In Store
5E+17,20,20,1/15/2021 15:21,1,,,,None,,Lunch,Take Out,0,10.78,0.73,0,0,11.51,FALSE,1/15/2021 15:53,1/15/2021 15:53,0:31:57,In Store
5E+17,22,22,1/15/2021 16:12,1,,,,None,,Dinner,Take Out,0,25.05,1.67,3.76,0,30.48,FALSE,1/15/2021 16:39,1/15/2021 16:39,0:26:51,Online
5E+17,23,23,1/15/2021 16:23,1,,,,None,,Dinner,DoorDash,0,12.66,0.86,0,0,13.52,FALSE,1/15/2021 16:23,1/15/2021 16:23,,API
5E+17,24,24,1/15/2021 18:22,1,,,,None,,Dinner,Delivery by DoorDash,0,31.21,1.82,6.24,0,39.27,FALSE,1/15/2021 16:26,1/15/2021 18:20,,Online
5E+17,25,25,1/15/2021 16:36,1,,,,None,,Dinner,Take Out,0,17.55,1.18,3.51,0,22.24,FALSE,1/15/2021 17:26,1/15/2021 17:26,0:50:18,In Store
5E+17,27,27,1/15/2021 17:00,1,,,,None,,Dinner,Take Out,0,27.35,1.83,0,0,29.18,FALSE,1/15/2021 16:44,1/15/2021 16:59,,Online
5E+17,28,28,1/15/2021 16:49,1,,,,None,,Dinner,DoorDash,0,25.74,1.73,0,0,27.47,FALSE,1/15/2021 16:49,1/15/2021 16:49,,API
5E+17,29,29,1/15/2021 17:12,1,,,,None,,Dinner,DoorDash,0,44.24,2.96,0,0,47.2,FALSE,1/15/2021 17:12,1/15/2021 17:12,,API
5E+17,30,30,1/15/2021 17:40,1,,,,None,,Dinner,DoorDash,0,35.69,2.39,0,0,38.08,FALSE,1/15/2021 17:40,1/15/2021 17:40,,API
5E+17,31,31,1/15/2021 17:42,1,,,,None,,Dinner,Take Out,0,36.91,2.48,5.54,0,44.93,FALSE,1/15/2021 18:05,1/15/2021 18:05,0:22:56,In Store
5E+17,32,32,1/15/2021 18:06,1,,,,None,,Dinner,Take Out,0,40.25,2.69,8.05,0,50.99,FALSE,1/15/2021 18:51,1/15/2021 18:51,0:45:11,Online
5E+17,34,34,1/15/2021 18:06,1,,,,None,,Dinner,DoorDash,0,38.01,2.54,0,0,40.55,FALSE,1/15/2021 18:06,1/15/2021 18:06,,API
5E+17,35,35,1/15/2021 18:12,1,,,,None,,Dinner,Take Out,0,11.56,0.77,1.73,0,14.06,FALSE,1/15/2021 18:55,1/15/2021 18:55,0:42:39,Online
5E+17,36,36,1/15/2021 18:20,1,,,,None,,Dinner,DoorDash,0,20.74,1.39,0,0,22.13,FALSE,1/15/2021 18:20,1/15/2021 18:20,,API
5E+17,37,37,1/15/2021 18:23,1,,,,None,,Dinner,Take Out,0,21.12,1.42,0,0,22.54,FALSE,1/15/2021 18:34,1/15/2021 18:34,0:11:56,In Store
5E+17,38,38,1/15/2021 18:29,1,,,,None,,Dinner,DoorDash,0,31.54,2.11,0,0,33.65,FALSE,1/15/2021 18:29,1/15/2021 18:29,,API
5E+17,39,39,1/15/2021 18:34,1,,,,None,,Dinner,DoorDash,0,29.84,2,0,0,31.84,FALSE,1/15/2021 18:34,1/15/2021 18:34,,API
5E+17,42,42,1/15/2021 18:43,1,,,,None,,Dinner,DoorDash,0,22.78,1.52,0,0,24.3,FALSE,1/15/2021 18:43,1/15/2021 18:43,,API
5E+17,40,40,1/15/2021 18:36,1,,,,None,,Dinner,Take Out,0,25.57,1.71,0,0,27.28,FALSE,1/15/2021 18:53,1/15/2021 18:53,0:16:47,In Store
5E+17,43,43,1/15/2021 19:23,1,,,,None,,Dinner,DoorDash,0,10.37,0.69,0,0,11.06,FALSE,1/15/2021 19:23,1/15/2021 19:23,,API
5E+17,1,1,1/16/2021 11:33,1,,,,None,,Lunch,DoorDash,0,36.22,2.42,0,0,38.64,FALSE,1/16/2021 11:33,1/16/2021 11:33,,API
5E+17,2,2,1/16/2021 11:54,1,,,,None,,Lunch,Take Out,0,64.87,4.32,0,0,69.19,FALSE,1/16/2021 11:55,1/16/2021 11:55,0:00:59,In Store
5E+17,3,3,1/16/2021 12:09,1,,,,None,,Lunch,Take Out,0,57.38,3.84,0,0,61.22,FALSE,1/16/2021 12:37,1/16/2021 12:37,0:28:28,In Store
5E+17,4,4,1/16/2021 12:09,1,,,,None,,Lunch,Take Out,0,29.57,1.96,4.44,0,35.97,FALSE,1/16/2021 12:18,1/16/2021 12:18,0:08:56,In Store
5E+17,5,5,1/16/2021 12:18,1,,,,None,,Lunch,Take Out,0,5.59,0.38,0,0,5.97,FALSE,1/16/2021 12:19,1/16/2021 12:19,0:00:33,In Store
5E+17,7,7,1/16/2021 12:30,1,,,,None,,Lunch,Take Out,0,55.68,3.73,8.35,0,67.76,FALSE,1/16/2021 12:30,1/16/2021 13:05,,Online
5E+17,6,6,1/16/2021 12:28,1,,,,None,,Lunch,Take Out,0,10.37,0.69,0,0,11.06,FALSE,1/16/2021 12:30,1/16/2021 12:30,0:01:06,In Store
5E+17,11,11,1/16/2021 13:09,1,,,,None,,Lunch,Take Out,0,31.95,2.14,6.39,0,40.48,FALSE,1/16/2021 13:09,1/17/2021 4:13,,Online
5E+17,9,9,1/16/2021 13:05,1,,,,None,,Lunch,Take Out,0,31.22,2.09,0,0,33.31,FALSE,1/16/2021 13:07,1/16/2021 13:07,0:02:04,In Store
5E+17,12,12,1/16/2021 13:13,1,,,,None,,Lunch,DoorDash,0,11.39,0.76,0,0,12.15,FALSE,1/16/2021 13:13,1/16/2021 13:13,,API
5E+17,13,13,1/16/2021 13:19,1,,,,None,,Lunch,Take Out,0,12.48,0.84,0,0,13.32,FALSE,1/16/2021 13:19,1/16/2021 13:19,0:00:17,In Store
5E+17,14,14,1/16/2021 13:29,1,,,,None,,Lunch,Take Out,0,62.93,4.21,15.73,0,82.87,FALSE,1/16/2021 14:38,1/16/2021 14:38,1:08:30,In Store
5E+17,15,15,1/16/2021 13:31,1,,,,None,,Lunch,Take Out,0,27.05,1.82,0,0,28.87,FALSE,1/16/2021 13:36,1/16/2021 13:36,0:05:14,In Store
5E+17,16,16,1/16/2021 13:41,1,,,,None,,Lunch,Take Out,0,7.48,0.51,0,0,7.99,FALSE,1/16/2021 13:41,1/16/2021 13:41,0:00:10,In Store
5E+17,17,17,1/16/2021 13:41,1,,,,None,,Lunch,Take Out,0,5.99,0.4,0,0,6.39,FALSE,1/16/2021 13:42,1/16/2021 13:42,0:00:14,In Store
5E+17,18,18,1/16/2021 13:42,1,,,,None,,Lunch,Take Out,0,10.78,0.73,0,0,11.51,FALSE,1/16/2021 14:00,1/16/2021 14:00,0:17:46,In Store
5E+17,19,19,1/16/2021 14:16,1,,,,None,,Lunch,Take Out,0,4.19,0.28,0,0,4.47,FALSE,1/16/2021 14:16,1/16/2021 14:16,0:00:07,In Store
5E+17,20,20,1/16/2021 14:19,1,,,,None,,Lunch,Take Out,0,21.94,1.47,0,0,23.41,FALSE,1/16/2021 14:20,1/16/2021 14:20,0:01:13,In Store
5E+17,21,21,1/16/2021 14:20,1,,,,None,,Lunch,Take Out,0,11.39,0.76,0,0,12.15,FALSE,1/16/2021 14:20,1/16/2021 14:20,0:00:14,In Store
5E+17,23,23,1/16/2021 14:30,1,,,,None,,Lunch,Take Out,0,25.92,1.74,5,0,32.66,FALSE,1/16/2021 14:30,1/17/2021 4:13,,Online
5E+17,25,25,1/16/2021 14:38,1,,,,None,,Lunch,Take Out,0,26.76,1.79,4.01,0,32.56,FALSE,1/16/2021 14:54,1/16/2021 14:54,0:16:12,In Store
5E+17,26,26,1/16/2021 15:03,1,,,,None,,Lunch,Take Out,0,22.67,1.52,0,0,24.19,FALSE,1/16/2021 15:03,1/17/2021 4:13,,Online
5E+17,27,27,1/16/2021 15:19,1,,,,None,,Lunch,DoorDash,0,18.55,1.24,0,0,19.79,FALSE,1/16/2021 15:19,1/16/2021 15:19,,API
5E+17,28,28,1/16/2021 15:22,1,,,,None,,Lunch,Take Out,0,36.39,2.45,5.46,0,44.3,FALSE,1/16/2021 15:26,1/16/2021 15:26,0:03:31,In Store
5E+17,30,30,1/16/2021 15:29,1,,,,None,,Lunch,Take Out,8.79,0,0,0,0,0,FALSE,1/16/2021 15:45,1/16/2021 15:45,0:15:34,In Store
5E+17,31,31,1/16/2021 15:31,1,,,,None,,Lunch,Take Out,0,15.46,1.06,0,0,16.52,FALSE,1/16/2021 15:42,1/16/2021 15:42,0:11:04,In Store
5E+17,32,32,1/16/2021 15:44,1,,,,None,,Lunch,Take Out,0,46.86,3.12,0,0,49.98,FALSE,1/16/2021 16:26,1/16/2021 16:26,0:42:02,Online
5E+17,33,33,1/16/2021 16:18,1,,,,None,,Dinner,DoorDash,0,11.77,0.79,0,0,12.56,FALSE,1/16/2021 16:18,1/16/2021 16:18,,API
5E+17,34,34,1/16/2021 16:22,1,,,,None,,Dinner,Take Out,0,33.92,2.28,6.78,0,42.98,FALSE,1/16/2021 16:22,1/17/2021 4:13,,Online
5E+17,35,35,1/16/2021 16:25,1,,,,None,,Dinner,Take Out,0,38.12,2.55,5.72,0,46.39,FALSE,1/16/2021 16:25,1/17/2021 4:13,,Online
5E+17,36,36,1/16/2021 16:27,1,,,,None,,Dinner,Take Out,0,29.82,1.99,0,0,31.81,FALSE,1/16/2021 16:28,1/16/2021 16:28,0:00:50,In Store
5E+17,37,37,1/16/2021 16:31,1,,,,None,,Dinner,Take Out,0,28.95,1.93,6,0,36.88,FALSE,1/16/2021 16:31,1/17/2021 4:13,,Online
5E+17,38,38,1/16/2021 16:46,1,,,,None,,Dinner,Take Out,0,50.32,3.38,10.06,0,63.76,FALSE,1/16/2021 16:46,1/17/2021 4:13,,Online
5E+17,39,39,1/16/2021 16:50,1,,,,None,,Dinner,DoorDash,0,10.37,0.69,0,0,11.06,FALSE,1/16/2021 16:50,1/16/2021 16:50,,API
5E+17,41,41,1/16/2021 16:56,1,,,,None,,Dinner,DoorDash,0,23.93,1.6,0,0,25.53,FALSE,1/16/2021 16:56,1/16/2021 16:56,,API
5E+17,40,40,1/16/2021 16:56,1,,,,None,,Dinner,Take Out,0,16.28,1.09,0,0,17.37,FALSE,1/16/2021 17:19,1/16/2021 17:19,0:23:42,In Store
5E+17,42,42,1/16/2021 16:56,1,,,,None,,Dinner,Take Out,0,10.98,0.74,2.74,0,14.46,FALSE,1/16/2021 17:20,1/16/2021 17:20,0:23:23,In Store
5E+17,44,44,1/16/2021 17:04,1,,,,None,,Dinner,DoorDash,0,22.75,1.53,0,0,24.28,FALSE,1/16/2021 17:04,1/16/2021 17:04,,API
5E+17,43,43,1/16/2021 17:03,1,,,,None,,Dinner,Take Out,0,9.18,0.61,0,0,9.79,FALSE,1/16/2021 17:03,1/17/2021 4:13,,Online
5E+17,45,45,1/16/2021 17:06,1,,,,None,,Dinner,Take Out,0,40.8,2.75,6.12,0,49.67,FALSE,1/16/2021 17:06,1/17/2021 4:13,,Online
5E+17,47,47,1/16/2021 17:15,1,,,,None,,Dinner,DoorDash,0,28.56,1.91,0,0,30.47,FALSE,1/16/2021 17:15,1/16/2021 17:15,,API
5E+17,49,49,1/16/2021 17:18,1,,,,None,,Dinner,DoorDash,0,30.13,2.02,0,0,32.15,FALSE,1/16/2021 17:18,1/16/2021 17:18,,API
5E+17,50,50,1/16/2021 17:19,1,,,,None,,Dinner,DoorDash,0,29.92,2,0,0,31.92,FALSE,1/16/2021 17:19,1/16/2021 17:19,,API
5E+17,48,48,1/16/2021 17:15,1,,,,None,,Dinner,Take Out,0,45.21,3.04,0,0,48.25,FALSE,1/16/2021 17:18,1/16/2021 17:18,0:03:03,In Store
5E+17,51,51,1/16/2021 17:23,1,,,,None,,Dinner,Take Out,0,35.82,2.4,0,0,38.22,FALSE,1/16/2021 17:40,1/16/2021 17:40,0:17:52,In Store
5E+17,52,52,1/16/2021 17:26,1,,,,None,,Dinner,DoorDash,0,69.96,4.68,0,0,74.64,FALSE,1/16/2021 17:26,1/16/2021 17:26,,API
5E+17,53,53,1/16/2021 17:32,1,,,,None,,Dinner,DoorDash,0,24.25,1.62,0,0,25.87,FALSE,1/16/2021 17:32,1/16/2021 17:32,,API
5E+17,54,54,1/16/2021 17:35,1,,,,None,,Dinner,DoorDash,0,13.78,0.93,0,0,14.71,FALSE,1/16/2021 17:35,1/16/2021 17:35,,API
5E+17,55,55,1/16/2021 17:39,1,,,,None,,Dinner,DoorDash,0,12.98,0.87,0,0,13.85,FALSE,1/16/2021 17:39,1/16/2021 17:39,,API
5E+17,56,56,1/16/2021 17:47,1,,,,None,,Dinner,DoorDash,0,52.45,3.53,0,0,55.98,FALSE,1/16/2021 17:47,1/16/2021 17:47,,API
5E+17,58,58,1/16/2021 17:55,1,,,,None,,Dinner,Take Out,0,18.57,1.24,0,0,19.81,FALSE,1/16/2021 17:55,1/17/2021 4:13,,Online
5E+17,57,57,1/16/2021 17:55,1,,,,None,,Dinner,Delivery by DoorDash,0,77.21,5.16,11.58,0,93.95,FALSE,1/16/2021 17:55,1/17/2021 4:13,,Online
