,index,Text,Sentiment,Sentiment_score,Dominant_Topic,Topic_Keywords,Date
55,55,Good spot to play some board games with friends while you snack on some of their cajun fries and milkshakes.,Positive,0.7,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Nov
56,56,Great meat ball sub; took a chance and loved it. Very crisp bread and juice meat. Nice joint overall.,Positive,0.485,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Nov
57,57,"First time trying this place. Picked up and ate at home. Burgers, dogs and fries were delicious, good serving sizes, and prices. Definitely going back.",Positive,0.39,4.0,"burgers, great, fry, cook, price, next, size, home, back, good",19-Nov
58,58,Best burger in North Jersey. No comparison. Great variety of Burgers - veg and non-veg. Very friendly staff. Absolutely fantastic.,Positive,0.671875,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-Nov
59,59,"Delicious burger with many topping options, as well as quality meat. Staff was extremely nice and excited to prepare excellent food to enjoy.",Positive,0.6458333333333334,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Oct
60,60,"BEST BURGERS, Great taste",Positive,0.9,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Oct
61,61,Great selection of yummy burgers. You can go with signature recipes or customize your own. Fast friendly service and good prices. I had the bacon cheeseburger combo which comes with bacon cheese fries and a soda for $10. Highly recommend. Can't wait to go back and bring my husband.,Positive,0.4049999999999999,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Sep
62,62,Good place. Good food. Fast service. Much better than Big Kahuna Burger.,Positive,0.4199999999999999,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Sep
63,63,"Been back a few times and really like this place! Fresh, great tasting burgers, yummy shakes and really friendly service. The games are a fun addition if you want to extend your night a bit too. Checked out the new burger place in Clinton and think it's a great addition to the area. Reasonably priced, appropriate wait time for cook to order food, generous portions and both the burgers and the cheesesteak were great...I was perfect for a quick dinner.",Positive,0.3688228438228438,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Sep
64,64,"Big burgers, great staff, and best fries in town. Definitely recommend.",Positive,0.45,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Aug
65,65,Awesome atmosphere Plus the food is just awesome! I haven't had a bad meal there yet! Definitely five-star place. :-),Positive,0.325,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Aug
66,66,"good burger! nice service, though the self serve machine was not working the staff was very helpful",Positive,0.5583333333333333,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Jul
67,67,"Clean, friendly, and great food! Chicken tenders, Burgers, hotdogs, milkshake, and fries were very well made! If we are ever driving back through New Jersey, we will stop here again!!",Positive,0.2292478354978355,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Jul
68,68,Surprisingly tasty burger! Thick and juicy. Convenient location and pretty quick service. Can't believe this place is in Clinton. So many disappointments but this ain't one of em.,Positive,0.3316666666666666,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Jul
69,69,The food is fresh and flavorful. It came out quickly. It is always made to order. The prices are very reasonable. They also had soft music playing. Very relaxing. We enjoy going there. Something for everyone.,Positive,0.2655555555555555,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Jun
70,70,"Burgers are a thing of beauty. Clinton Burger Co. Cooks them to order and builds them to your specifications. You can even add to the specialty burgers. Add a side of ample fries or onion rings, made with red onions and you have quite possibly made one of the best burger experience decisions ever",Positive,0.3333333333333333,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Jun
71,71,"Great little spot! I like that they have a takeout stand and it's a casual spot for a quick burger and fries. I wish they did a better job about looking open, as I've driven by so many times and it looked closed.",Positive,0.1623697916666666,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-Jun
72,72,"I had the Texas burger, rare. Love that you can order the way you like it and it was rare, juicy and full of flavor.My friend had the clinton burger, also rare and his was a LITTLE overcooked, but by much. He said B+, had it been rare A for sure.",Positive,0.2847222222222222,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-Jun
73,73,"Went for lunch and ordered burger with blue cheese and mushrooms, fries, and ablack & white shake. Sounded like it should be good. Cashier asked how I wanted the burger cooked, which was a good sign. I said medium rare and the girl at the register repeated it. She said she would bring the burger to me outside when it was ready. Took less than 10 minutes to get burger but it was overcooked and very dry - opposite of medium rare. The fries were very crispy but greasy. The milkshake was a vanilla shake with chocolate syrup poured in and not fully blended so it tasted like vanilla shake except when the chocolate syrup came up through the straw! The waiter did not give me napkins so I had to go back in to get napkins. For $15.00, should be much better.",Positive,0.1926190476190476,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Jun
74,74,Good & tasty food. The place is well maintained too! This place is worth trying if you are in Clinton. Go in with a good appetite and they wont disappoint you.,Positive,0.625,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-May
75,75,The food is fresh and flavorful. It came out quickly. It is always made to order. The prices are very reasonable. They also had soft music playing. Very relaxing. We enjoy going there. Something for everyone.,Positive,0.2655555555555555,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-May
76,76,My first experience at CBC was terrific. I can honestly say I had one of the best burgers I've had in a long time. And I do enjoy the occasional burger. The burger was cooked to perfection with plenty of flavor. Awesome fries!,Positive,0.4,0.0,"burger, fry, well, burgers, good, definitely, tasty, better, best, sandwich",19-May
77,77,"Fast service, great food! Went here on a Saturday when they were super busy. I had my food within 10 minutes. The man who waited on us was extremely polite and helpful! He even walked around to every table to make sure the orders were correct and that we were enjoying our food.",Positive,0.3538690476190476,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-May
78,78,"These burgers are amazing. They taste just like my grandfather used to make. The buns are so delicious and everything is made fresh to order. This place is a great addition to Clinton. I get a different burger each time I go but my favorite is the Deluxe burger or the Bacon burger... Onion rings here are yummy. What a gem. The tables here could use cleaning more often but I see they only have a few staff members that are always friendly and working hard, especially the young lady with glasses at the register... These are the most juicy and tasty burgers in Clinton... If you don't believe me go see for yourself...",Positive,0.3188888888888889,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-May
79,79,"Burgers were dry, I like greasy burgers. Portions were large and fries were fresh. The waiter was very nice. This is a nice family/kid friendly eat-in restaurant. I give 4 Ã°ÂÂÂ because they stand up to their name. I was given 2 coupons for free burgers in the mail. Usually free is for fries or a drink. This is a Burger restaurant and they made sure customers tried the quality of the product.",Positive,0.3891798941798942,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-May
80,80,"Mixed bag. The good: the burger was great! Good texture, cooked to spec and super juicy. Fries were generously portioned. Board games available. The bad: milkshake was bizarre - possibly chocolate milk blended with ice? Watery and big ice chunks. Ambiance is so-so. No music and hard walls means conversations can be heard throughout (I can hear the people on the other side, the chef can hear me, etc.) I think we will order out next time if we come again :)",Positive,0.2083333333333333,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-May
81,81,"Mixed bag. The good: the burger was great! Good texture, cooked to spec and super juicy. Fries were generously portioned. Board games available. The bad: milkshake was bizarre - possibly chocolate milk blended with ice? Watery and big ice chunks. Ambiance is so-so. No music and hard walls means conversations can be heard throughout (I can hear the people on the other side, the chef can hear me, etc.) I think we will order out next time if we come again :)",Positive,0.2083333333333333,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-May
82,82,The new ownership has put a fresh spin on the venue. The burgers are cooked perfectly to order. The staff is friendly and the restaurant is clean. Worth the trip.,Positive,0.4130050505050504,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-May
83,83,"Excellent food, quick service, large portions and fairly priced! I Wbe a regular here!",Positive,0.4845238095238094,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-May
84,84,best place in town to grab some fresh made to order burgers. it's my go to when working in the area. skip the Mickey D's and hit this place up. You won't be disappointed,Positive,0.1833333333333333,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Apr
85,85,"Tried this place tonight and it was excellent. The burgers were very good at a great price. We also got sweet potato fries, which were enough for 2 people and very good. Service was fast and friendly The owner was very friendly and visited each table while we were here. Definitely recommended giving Clinton Burger Company a try!",Positive,0.50325,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Apr
86,86,burgers are awesome highly recommend a visit,Positive,0.58,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Apr
87,87,"Cute and quaint looking from the outside. The inside is basic. It's BYOB, which is cool if you're wanting to have some beer with your burger. We sat at one of the 2 bistro tables outside. You can build your own burger: bread, patty, toppings, condiments. I like the variety of burgers: plant based, salmon, poultry, and beef. The veggie burger was good. I got it with lettuce, tomato , red onion, pickles + mayo and sriracha sauce. The French fries were crispy and delicious. Overall, it's a solid spot. I'd go back.",Positive,0.2423076923076923,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",19-Apr
88,88,"I think this place is a great addition to downtown Clinton. The new owners have kept the original menu and have expanded it and there is great food at very reasonable prices. Some of my personal recommendations would include the italian sandwiches (eggplant is excellent) , the Chili (or chili dogs) and of course the burgers. I had the Mexican Red a few weeks ago, which has a meat blend of beef and chorizo. Very delicious.",Positive,0.3476136363636363,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Apr
89,89,"Juicy flavourful burgers, fries were crispy and tasted great! Super convenient self order station, the owner was extremely welcoming and very helpful. Low priced and high quality. Strongly recommend!!!",Positive,0.3449553571428571,4.0,"burgers, great, fry, cook, price, next, size, home, back, good",19-Apr
90,90,"Best burgers in town! Visited this place with a bunch of friends and was very happy with it. We started with some beef chilli (very flavorful), and jalapeno poppers which were great. Next were the texan burger (not too spicy, crispy with bacon and onion rings) and Mexican burger (bit of punch with jalapenos!).. Cozy place with a great ambience and friendly staff..dont forget to top it off with some strawberry / chocolate milkshake..",Positive,0.4474999999999999,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Apr
91,91,"We ordered two chicken paninis and sides. So the ingredients inside are pretty good but they use a super thin panini ""bread"" that's more like a thin pita. The ""bread"" was my not even warm and the moz that should have been in the sandwich, looked liked a tiny bit fall inside my mistake. The bottom ""bread"" was completely soggy. The fries have a light coating and taste ok but cut too thick for my liking. Cheese fries are ok, they use a cheese whiz of some kind, I don't like cheese whiz. The best thing I had was the onion rings, a corn meal blend coating. One star because we got chicken and vegetables, not a grilled chicken panini with cheese. Won't be eating here again.",Positive,0.1675438596491227,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Apr
92,92,Good place for a burger and fries.,Positive,0.7,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Mar
93,93,Best smash burgers in the area. Reasonably priced! Fries and onion rings are perfectly crispy and tasty! Meat cooked as ordered. If you try it once you will be back!,Positive,0.5625,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",19-Mar
94,94,Awesome Burger and Fries. Worth the visit again and again,Positive,0.65,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",19-Mar
95,95,I was surprised to read negative reviews. I have twice ordered from the Clinton Burger Company and both times was very pleased. The price was reasonable and lower than if I went to MacDonald's. The California Cheeseburger was delicious. I liked the fries and onion rings that came with the burger. The service was very friendly and professional. I will definitely go back.,Positive,0.3152777777777777,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Feb
96,96,"If you are ever in Clinton stop by Burger Company. Their burgers were great and beat out 5 guys as my local burger place. Definitely try the onion rings, they were crunchy and went great with the California burger.",Positive,0.4,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",19-Jan
97,97,My husband and I grabbed a quick bite after a hike. Truly delicious food. My husband had a cheeseburger and helped me finish my sausage and pepper sandwich which was HUGE and very tasty. We will definitely be back. Great little place.,Positive,0.3636904761904762,1.0,"burgers, burger, fry, great, best, service, like, fresh, good, clinton",18-Dec
98,98,Fun little Hamburger Joint with lots of other fresh made options. Fresh Ground Burgers for sure. Real Potato Fries. Super Shakes. We are heading back next week for the Italian Hot Dogs and Sausage and Peppers becuse they looked amazing when the server brought them over to the next table from ours.,Positive,0.1764880952380952,4.0,"burgers, great, fry, cook, price, next, size, home, back, good",18-Jun
99,99,"Good food, priced well. Good environment.",Positive,0.7,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",18-May
100,100,"Had the black bean burger and it was awesome. Good size, great flavor. Lots of options on the menu. Looking forward to trying the meatballs and sausage and peppers.",Positive,0.5833333333333333,2.0,"good, burger, great, fry, price, service, also, nice, get, burgers",18-May
101,101,"Burgers are fantastic....and if you are in the mood for some Italian, just ask Johnny to whip something up for you. He's very accommodating.",Positive,0.1,3.0,"burger, burgers, fry, good, great, like, nice, bacon, rare, delicious",18-May
102,102,"Stopped in for lunch. Burger, onion rings, eggplant parmigiana sandwich, and grilled chicken salad were all excellent. Service was prompt and friendly. We will definitely return next time we are in Clinton.",Positive,0.155,0.0,"burger, fry, well, burgers, good, definitely, tasty, better, best, sandwich",18-May
103,103,"My first experience at Johnny's Place was actually at the 2017 Clinton Fire Chili Cook off! It was also the restaurant I wound up voting for AND they even won! Recently, we decided to stop in and try the full menu. My kids and I shared a couple of cheeseburgers with a large order of fries, while my husband opted for the sausage and peppers. The burgers were super juicy and cooked just the way I like them. The fries were probably the highlight for me - they were seasoned with a unique mix and fried up to perfection. The restaurant itself is very casual and the owner was very friendly. I would definitely come back again!",Positive,0.1341765873015873,5.0,"burger, fry, great, burgers, good, hear, like, johnny, cook, juicy",18-Apr
