Order Id,Order #,Sent Date,Order Date,Check Id,Server,Table,Dining Area,Service,Dining Option,Item Selection Id,Item Id,Master Id,SKU,PLU,Menu Item,Menu Subgroup(s),Menu Group,Menu,Sales Category,Gross Price,Discount,Net Price,Qty,Tax,Void?,Deferred,Tax Exempt,Tax Inclusion Option,Dining Option Tax,Tab Name
5E+17,1,1/2/2021 11:37,1/2/2021 11:37,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,1,1/2/2021 11:37,1/2/2021 11:37,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,1,1/2/2021 11:37,1/2/2021 11:37,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,2,1/2/2021 11:42,1/2/2021 11:38,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,9.18,0,9.18,1,0.61,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,2,1/2/2021 11:42,1/2/2021 11:38,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Hot Dog,,Big Dogs,BIG DOGS,,3.29,0,3.29,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,2,1/2/2021 11:42,1/2/2021 11:38,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,9.18,0,9.18,1,0.61,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,2,1/2/2021 11:42,1/2/2021 11:38,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,11.56,0,11.56,1,0.77,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,3,1/2/2021 11:59,1/2/2021 11:42,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,California Burger,,Burgers,OUR SIGNATURE BURGERS,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,3,1/2/2021 11:59,1/2/2021 11:42,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,California Burger,,Burgers,OUR SIGNATURE BURGERS,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,3,1/2/2021 11:59,1/2/2021 11:42,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,3.19,0,3.19,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,3,1/2/2021 11:59,1/2/2021 11:42,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Onion Rings,,Sides,SIDES,,5.59,0,5.59,1,0.38,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,4,1/2/2021 12:08,1/2/2021 12:08,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,10.37,0,10.37,1,0.69,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Hawaiian Burger,,Burgers,OUR SIGNATURE BURGERS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Sweet Potato Fries,,Sides,SIDES,,5.19,0,5.19,1,0.35,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Onion Rings,,Sides,SIDES,,5.59,0,5.59,1,0.38,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Water,,Drinks,BEVERAGES,,1.09,0,1.09,1,0.08,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,5,1/2/2021 12:30,1/2/2021 12:28,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,6,1/2/2021 12:40,1/2/2021 12:39,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,6,1/2/2021 12:40,1/2/2021 12:39,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,California Burger,,Burgers,OUR SIGNATURE BURGERS,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,6,1/2/2021 12:40,1/2/2021 12:39,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,6.38,0,6.38,2,0.43,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,7,1/2/2021 12:46,1/2/2021 12:40,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,7,1/2/2021 12:46,1/2/2021 12:40,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,8,1/2/2021 12:47,1/2/2021 12:47,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,10.37,0,10.37,1,0.69,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Hot Dog,,Big Dogs,BIG DOGS,,3.29,0,3.29,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,6.38,0,6.38,2,0.43,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,5.99,0,5.99,1,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,6.87,0,6.87,3,0.46,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Buffalo,,Chicken Wings,CHICKEN WINGS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Chili Cheese Fries,,Sides,SIDES,,5.29,0,5.29,1,0.36,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Mexican Burger,,Burgers,OUR SIGNATURE BURGERS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,9,1/2/2021 12:53,1/2/2021 12:48,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,6,1/2/2021 12:54,1/2/2021 12:39,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,11,1/2/2021 13:15,1/2/2021 13:15,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,12.58,0,12.58,1,0.84,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,10,1/2/2021 13:29,1/2/2021 12:54,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Cheesesteak,,Cheesesteak,CHEESESTEAKS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,10,1/2/2021 13:29,1/2/2021 12:54,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Seltzer,,Drinks,BEVERAGES,,2.09,0,2.09,1,0.14,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,12,1/2/2021 13:29,1/2/2021 13:29,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Buffalo,,Chicken Wings,CHICKEN WINGS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,13,1/2/2021 13:30,1/2/2021 13:29,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Cheesesteak,,Cheesesteak,CHEESESTEAKS,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,13,1/2/2021 13:30,1/2/2021 13:29,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,14,1/2/2021 13:31,1/2/2021 13:30,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Mediterranean Burger,,Burgers,OUR SIGNATURE BURGERS,,13.18,0,13.18,1,0.88,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,15,1/2/2021 13:36,1/2/2021 13:33,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,15,1/2/2021 13:36,1/2/2021 13:33,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,4.58,0,4.58,2,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,15,1/2/2021 13:36,1/2/2021 13:33,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,5.99,0,5.99,1,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,15,1/2/2021 13:36,1/2/2021 13:33,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Cheese Fries,,Sides,SIDES,,4.59,0,4.59,1,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,16,1/2/2021 13:49,1/2/2021 13:49,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,16,1/2/2021 13:49,1/2/2021 13:49,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,17,1/2/2021 13:50,1/2/2021 13:49,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,4.58,0,4.58,2,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,17,1/2/2021 13:50,1/2/2021 13:49,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,14.36,0,14.36,2,0.96,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,18,1/2/2021 13:55,1/2/2021 13:54,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Mediterranean Burger,,Burgers,OUR SIGNATURE BURGERS,,9.99,0,9.99,1,0.67,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,18,1/2/2021 13:55,1/2/2021 13:54,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Cajun Fries,,Sides,SIDES,,3.59,0,3.59,1,0.24,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,19,1/2/2021 13:58,1/2/2021 13:55,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,19,1/2/2021 13:58,1/2/2021 13:55,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,20,1/2/2021 14:04,1/2/2021 14:04,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Mac n Cheese Bites,,Appetizers,APPETIZERS,,5.99,0,5.99,1,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,20,1/2/2021 14:04,1/2/2021 14:04,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Chicken Fingers,,Appetizers,APPETIZERS,,5.99,0,5.99,1,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,20,1/2/2021 14:04,1/2/2021 14:04,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,21,1/2/2021 14:09,1/2/2021 14:08,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,California Burger,,Burgers,OUR SIGNATURE BURGERS,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,21,1/2/2021 14:09,1/2/2021 14:08,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,21,1/2/2021 14:09,1/2/2021 14:08,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,4.19,0,4.19,1,0.28,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,22,1/2/2021 14:10,1/2/2021 14:09,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,22,1/2/2021 14:10,1/2/2021 14:09,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,3.19,0,3.19,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,23,1/2/2021 14:15,1/2/2021 14:10,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.18,0,8.18,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,23,1/2/2021 14:15,1/2/2021 14:10,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,14.36,0,14.36,2,0.96,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,24,1/2/2021 14:17,1/2/2021 14:16,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,9.57,0,9.57,3,0.64,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,25,1/2/2021 14:19,1/2/2021 14:18,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Cheeseburger Deluxe,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,25,1/2/2021 14:19,1/2/2021 14:18,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,26,1/2/2021 14:24,1/2/2021 14:20,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Chili Cheese Fries,,Sides,SIDES,,6.29,0,6.29,1,0.42,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,26,1/2/2021 14:24,1/2/2021 14:20,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Choco,,Milkshake,MILKSHAKES AND FLOATS,,5.59,0,5.59,1,0.38,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,26,1/2/2021 14:24,1/2/2021 14:20,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Mint Choco Chip,,Milkshake,MILKSHAKES AND FLOATS,,5.88,0,5.88,1,0.39,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,26,1/2/2021 14:24,1/2/2021 14:20,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Mediterranean Burger,,Burgers,OUR SIGNATURE BURGERS,,9.99,0,9.99,1,0.67,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,27,1/2/2021 14:30,1/2/2021 14:30,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Mediterranean Burger,,Burgers,OUR SIGNATURE BURGERS,,9.99,0,9.99,1,0.67,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,28,1/2/2021 14:36,1/2/2021 14:34,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,28,1/2/2021 14:36,1/2/2021 14:34,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,28,1/2/2021 14:36,1/2/2021 14:34,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,5.19,0,5.19,1,0.35,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,28,1/2/2021 14:36,1/2/2021 14:34,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Onion Rings,,Sides,SIDES,,7.59,0,7.59,1,0.51,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,28,1/2/2021 14:36,1/2/2021 14:34,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,29,1/2/2021 14:38,1/2/2021 14:36,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,29,1/2/2021 14:38,1/2/2021 14:36,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,30,1/2/2021 14:51,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,California Burger,,Burgers,OUR SIGNATURE BURGERS,,7.18,0,7.18,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,30,1/2/2021 14:51,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Chicken Parm Sandwich,,Sandwiches,SANDWICHES,,8.99,0,8.99,1,0.6,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,30,1/2/2021 14:51,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Sweet Potato Fries,,Sides,SIDES,,7.19,0,7.19,1,0.48,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,30,1/2/2021 14:51,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,31,1/2/2021 14:54,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,31,1/2/2021 14:54,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,31,1/2/2021 14:54,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Chicken Fingers,,Appetizers,APPETIZERS,,5.99,0,5.99,1,0.4,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,31,1/2/2021 14:54,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,5.19,0,5.19,1,0.35,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,31,1/2/2021 14:54,1/2/2021 14:51,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,4.58,0,4.58,2,0.31,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Bottle Soda,,Drinks,BEVERAGES,,2.29,0,2.29,1,0.16,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Stewarts Root Beer,,Drinks,BEVERAGES,,2.79,0,2.79,1,0.19,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Chowly Open Item,,Chowly Open Item,Chowly Open Item Menu,,0,0,0,1,0.00E+00,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Fried Pickles,,Appetizers,APPETIZERS,,7.29,0,7.29,1,0.49,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,33,1/2/2021 15:16,1/2/2021 15:16,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,8.37,0,8.37,1,0.56,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,34,1/2/2021 15:24,1/2/2021 15:24,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Stewarts Root Beer,,Drinks,BEVERAGES,,2.79,0,2.79,1,0.19,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,34,1/2/2021 15:24,1/2/2021 15:24,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Hot Dog,,Big Dogs,BIG DOGS,,3.29,0,3.29,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,34,1/2/2021 15:24,1/2/2021 15:24,5E+17,,,,Lunch,DoorDash,5E+17,5E+17,5E+17,,,Fried Ravioli,,Appetizers,APPETIZERS,,7.59,0,7.59,1,0.51,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,35,1/2/2021 15:31,1/2/2021 15:29,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Cheeseburger Deluxe,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,35,1/2/2021 15:31,1/2/2021 15:29,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,The Bacon Co,,Specials,DAILY SPECIALS,,11.39,0,11.39,1,0.76,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,36,1/2/2021 15:39,1/2/2021 15:37,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Texan Burger,,Burgers,OUR SIGNATURE BURGERS,,8.19,0,8.19,1,0.55,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,36,1/2/2021 15:39,1/2/2021 15:37,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,French Fries,,Sides,SIDES,,3.19,0,3.19,1,0.22,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,36,1/2/2021 15:39,1/2/2021 15:37,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Handcraft It,,Make Your Own,BUILD YOUR OWN,,13.75,0,13.75,1,0.92,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,36,1/2/2021 15:39,1/2/2021 15:37,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Bacon Cheese Fries,,Sides,SIDES,,7.29,0,7.29,1,0.49,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
5E+17,36,1/2/2021 15:39,1/2/2021 15:37,5E+17,,,,Lunch,Take Out,5E+17,5E+17,5E+17,,,Strawberry,,Milkshake,MILKSHAKES AND FLOATS,,5.88,0,5.88,1,0.39,FALSE,FALSE,FALSE,Tax Not Included,No Effect,
